gender;category;product;fabric_type;composition;usage_hint;co2_kg_per_kg
Women;Tops;Polo yaka tişört;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Polo yaka tişört;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Polo yaka tişört;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Polo yaka tişört;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Polo yaka tişört;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Polo yaka tişört;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Polo yaka tişört;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Polo yaka tişört;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Polo yaka tişört;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Polo yaka tişört;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Polo yaka tişört;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Polo yaka tişört;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Polo yaka tişört;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Polo yaka tişört;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Polo yaka tişört;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Polo yaka tişört;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Polo yaka tişört;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Polo yaka tişört;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Polo yaka tişört;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Polo yaka tişört;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Polo yaka tişört;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Polo yaka tişört;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Polo yaka tişört;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Polo yaka tişört;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Polo yaka tişört;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Polo yaka tişört;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Polo yaka tişört;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Polo yaka tişört;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Polo yaka tişört;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Polo yaka tişört;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Polo yaka tişört;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Polo yaka tişört;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Tops;Atlet / Tops;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Atlet / Tops;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Atlet / Tops;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Atlet / Tops;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Atlet / Tops;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Atlet / Tops;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Atlet / Tops;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Atlet / Tops;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Atlet / Tops;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Atlet / Tops;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Atlet / Tops;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Tops;Atlet / Tops;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Atlet / Tops;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Atlet / Tops;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Atlet / Tops;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Atlet / Tops;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Atlet / Tops;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Atlet / Tops;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Atlet / Tops;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Atlet / Tops;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Atlet / Tops;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Atlet / Tops;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Atlet / Tops;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Atlet / Tops;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Atlet / Tops;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Atlet / Tops;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Atlet / Tops;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Atlet / Tops;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Atlet / Tops;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Atlet / Tops;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Atlet / Tops;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Atlet / Tops;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Atlet / Tops;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Atlet / Tops;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Atlet / Tops;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Atlet / Tops;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Atlet / Tops;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Atlet / Tops;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Atlet / Tops;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Atlet / Tops;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Atlet / Tops;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Atlet / Tops;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Atlet / Tops;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Tops;Yelek;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Tops;Yelek;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Tops;Yelek;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Tops;Yelek;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Tops;Yelek;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Tops;Yelek;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Tops;Yelek;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Tops;Yelek;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Tops;Yelek;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Tops;Yelek;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Tops;Yelek;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Tops;Yelek;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Tops;Yelek;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Tops;Yelek;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Tops;Yelek;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Tops;Yelek;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Tops;Yelek;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Tops;Yelek;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Tops;Yelek;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Tops;Yelek;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Tops;Yelek;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Tops;Yelek;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Tops;Yelek;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Tops;Yelek;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Tops;Yelek;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Tops;Yelek;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Tops;Yelek;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Tops;Yelek;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Tops;Yelek;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Tops;Yelek;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Tops;Yelek;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Tops;Yelek;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Tops;Yelek;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Tops;Yelek;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Tops;Yelek;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Tops;Yelek;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Tops;Yelek;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Tops;Yelek;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Tops;Yelek;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Tops;Yelek;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Tops;Yelek;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Tops;Yelek;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Tops;Yelek;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Bottoms;Pantolon;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Bottoms;Pantolon;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Bottoms;Pantolon;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Bottoms;Pantolon;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Bottoms;Pantolon;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Bottoms;Pantolon;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Bottoms;Pantolon;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Bottoms;Pantolon;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Bottoms;Pantolon;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Bottoms;Pantolon;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Bottoms;Pantolon;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Bottoms;Pantolon;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Bottoms;Pantolon;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Bottoms;Pantolon;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Bottoms;Pantolon;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Bottoms;Pantolon;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Bottoms;Pantolon;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Bottoms;Pantolon;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Bottoms;Pantolon;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Bottoms;Pantolon;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Bottoms;Pantolon;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Bottoms;Pantolon;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Bottoms;Pantolon;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Bottoms;Pantolon;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Bottoms;Pantolon;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Bottoms;Pantolon;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Bottoms;Pantolon;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Bottoms;Pantolon;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Bottoms;Pantolon;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Bottoms;Pantolon;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Bottoms;Pantolon;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Bottoms;Pantolon;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Bottoms;Pantolon;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Bottoms;Pantolon;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Bottoms;Pantolon;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Bottoms;Pantolon;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Bottoms;Pantolon;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Bottoms;Pantolon;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Bottoms;Pantolon;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Bottoms;Pantolon;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Bottoms;Pantolon;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Bottoms;Pantolon;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Bottoms;Pantolon;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Bottoms;Jean;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Bottoms;Jean;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Bottoms;Jean;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Bottoms;Jean;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Bottoms;Jean;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Bottoms;Jean;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Bottoms;Jean;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Bottoms;Jean;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Bottoms;Jean;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Bottoms;Jean;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Bottoms;Jean;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Bottoms;Jean;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Bottoms;Jean;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Bottoms;Jean;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Bottoms;Jean;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Bottoms;Jean;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Bottoms;Jean;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Bottoms;Jean;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Bottoms;Jean;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Bottoms;Jean;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Bottoms;Jean;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Bottoms;Jean;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Bottoms;Jean;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Bottoms;Jean;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Bottoms;Jean;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Bottoms;Jean;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Bottoms;Jean;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Bottoms;Jean;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Bottoms;Jean;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Bottoms;Jean;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Bottoms;Jean;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Bottoms;Jean;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Bottoms;Jean;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Bottoms;Jean;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Bottoms;Jean;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Bottoms;Jean;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Bottoms;Jean;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Bottoms;Jean;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Bottoms;Jean;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Bottoms;Jean;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Bottoms;Jean;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Bottoms;Jean;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Bottoms;Jean;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Bottoms;Etek;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Bottoms;Etek;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Bottoms;Etek;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Bottoms;Etek;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Bottoms;Etek;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Bottoms;Etek;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Bottoms;Etek;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Bottoms;Etek;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Bottoms;Etek;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Bottoms;Etek;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Bottoms;Etek;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Bottoms;Etek;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Bottoms;Etek;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Bottoms;Etek;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Bottoms;Etek;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Bottoms;Etek;Düz Örme;%100 Pamuk;Yazlık triko;16.4
Women;Bottoms;Etek;Düz Örme;%95 Pamuk / %5 Elastan;Streç tişört/kazak;16.6
Women;Bottoms;Etek;Dokuma;%100 Pamuk;Denim, gömlek, gabardin;16.4
Women;Bottoms;Etek;Dokuma;%61 Pamuk / %39 Polyester;Poplin gömleklik;15.5
Women;Bottoms;Etek;Dokuma;%65 Polyester / %35 Pamuk;Gabardin;15.0
Women;Bottoms;Etek;Dokuma;%97 Pamuk / %3 Elastan;Streç poplin/gabardin;16.5
Women;Bottoms;Etek;Dokuma;%45 Yün / %55 Polyester;Yünlü ceket/gömlek;43.9
Women;Bottoms;Etek;Dokuma;%48 Polyester / %52 Viskon;Oxford;12.1
Women;Bottoms;Etek;Dokuma;%97 Polyester / %3 Elastan;Elbiselik saten;14.4
Women;Bottoms;Etek;Dokuma;%78 Pamuk / %18 Naylon / %4 Elastan;Spor poplin;17.2
Women;Bottoms;Etek;Dokuma;%50 Pamuk / %17 Polyester / %13 Viskon / %20 Keten;Lüks karışım;15.3
Women;Bottoms;Etek;Dokusuz Yüzey;%100 Polipropilen;Spunbond, hijyen ürünleri;2.0
Women;Bottoms;Etek;Dokusuz Yüzey;%80 Polipropilen / %20 Polyester;Döşemelik, nonwoven;4.4
Women;Bottoms;Etek;Dokusuz Yüzey;%50 Polyester / %50 Viskon;Tıbbi bez, temizlik bezi;12.1
Women;Bottoms;Etek;Dokusuz Yüzey;%60 Polyester / %40 Viskon;Tek kullanımlık battaniye;12.6
Women;Bottoms;Etek;Dokusuz Yüzey;%100 Viskon;Hijyenik ped;10.1
Women;Bottoms;Etek;Dokusuz Yüzey;%100 Pamuk;Medikal gazlı bez;16.4
Women;Bottoms;Etek;Dokusuz Yüzey;%80 Pamuk / %20 Polyester;Cerrahi örtü;16.0
Women;Bottoms;Etek;Denim;%100 Pamuk;Geleneksel kot;16.4
Women;Bottoms;Etek;Denim;%99 Pamuk / %1 Elastan;Streç jean;16.4
Women;Bottoms;Etek;Denim;%98 Pamuk / %2 Elastan;Skinny denim;16.5
Women;Bottoms;Etek;Denim;%95 Pamuk / %5 Elastan;Body-fit jean;16.6
Women;Bottoms;Etek;Denim;%85 Pamuk / %12 Polyester / %3 Elastan;Levi’s High Jeans;16.2
Women;Bottoms;Etek;Denim;%80 Pamuk / %19 Polyester / %1 Elastan;Lucky Brand denim;16.0
Women;Bottoms;Etek;Denim;%65 Pamuk / %35 Polyester;Karışımlı denim;15.6
Women;Bottoms;Etek;Denim;%60 Pamuk / %38 Polyester / %2 Elastan;Streç denim;15.6
Women;Bottoms;Etek;Denim;%80 Pamuk / %20 Recycled Pamuk;Sürdürülebilir denim;16.4
Women;Bottoms;Etek;Denim;%70 Pamuk / %29 Polyester / %1 Elastan;Esnek jean;15.8
Women;Bottoms;Şort;Yuvarlak Örme;%95 Pamuk / %5 Elastan;Tişört, basic jersey;16.6
Women;Bottoms;Şort;Yuvarlak Örme;%60 Pamuk / %40 Polyester;Sweatshirt, polar;15.5
Women;Bottoms;Şort;Yuvarlak Örme;%65 Pamuk / %35 Polyester;Basic örme kumaş;15.6
Women;Bottoms;Şort;Yuvarlak Örme;%50 Pamuk / %50 Polyester;Tişört, nevresim;15.3
Women;Bottoms;Şort;Yuvarlak Örme;%79 Viskon / %17 Polyester / %4 Elastan;Jogger, tayt;11.2
Women;Bottoms;Şort;Yuvarlak Örme;%91 Polyester / %9 Elastan;Spor tişört;14.7
Women;Bottoms;Şort;Yuvarlak Örme;%88 Naylon / %12 Elastan;Spor tayt, iç giyim;20.0
Women;Bottoms;Şort;Yuvarlak Örme;%95 Modal / %5 Elastan;Spor üst, atlet;10.6
Women;Bottoms;Şort;Yuvarlak Örme;%97 Pamuk / %3 Elastan;Hafif streçli tişört;16.5
Women;Bottoms;Şort;Düz Örme;%100 Akrilik;Ekonomik kazak;21.1
Women;Bottoms;Şort;Düz Örme;%80 Akrilik / %20 Polyester;Dayanıklı akrilik/polyester;19.7
Women;Bottoms;Şort;Düz Örme;%50 Akrilik / %50 Yün;Sıcak tutan triko;50.7
Women;Bottoms;Şort;Düz Örme;%80 Yün / %20 Naylon;Şekil koruyucu triko;68.2
Women;Bottoms;Şort;Düz Örme;%70 Viskon / %30 Polyester;Yumuşak, akıcı triko;11.3
Women;Bottoms;Şort;Düz Örme;%95 Viskon / %5 Elastan;İnce bluz;10.6
Women;Bottoms;Şort;Düz Örme;%100 Pamuk;Yazlık triko;16.4
